Employer Reputation,SCORE,SCORE,H-index Citations,SCORE,SCORE,Citations per Paper,SCORE,SCORE,Academic Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">68.3</div></div>",161,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=160</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.5</div></div>",265,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=261</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.2</div></div>",290,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=289</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">58.4</div></div>",238,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=237</span></div></div></div>",Italy,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",232,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ca-foscari-university-venice"">Ca&#039; Foscari University of Venice</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">67.5</div></div>",175,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=174</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.9</div></div>",202,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=195</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.2</div></div>",154,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=153</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.1</div></div>",330,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">330</span></div></div></div>",Italy,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",233,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-milan"">University of Milan</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">65.2</div></div>",218,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=217</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.3</div></div>",129,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=126</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.9</div></div>",216,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=216</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55</div></div>",301,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=301</span></div></div></div>",Italy,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",234,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-naples-federico-ii"">University of Naples - Federico II</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56.3</div></div>",362,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=360</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.3</div></div>",213,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=207</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.2</div></div>",212,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=211</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">58.9</div></div>",228,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=227</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",235,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universitat-hamburg"">Universität Hamburg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">65</div></div>",226,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=224</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.6</div></div>",352,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=337</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.1</div></div>",432,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=431</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65.8</div></div>",138,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">138</span></div></div></div>",Malaysia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",236,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Asia,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universiti-kebangsaan-malaysia-ukm"">Universiti Kebangsaan Malaysia (UKM)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">65.2</div></div>",219,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=217</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">62.2</div></div>",255,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=247</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.2</div></div>",420,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">420</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.2</div></div>",171,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=170</span></div></div></div>",Malaysia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",237,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Asia,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universiti-putra-malaysia-upm"">Universiti Putra Malaysia (UPM)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">66</div></div>",201,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=201</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">60</div></div>",307,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=294</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.4</div></div>",388,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=387</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.9</div></div>",218,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">218</span></div></div></div>",Malaysia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",238,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Asia,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universiti-sains-malaysia-usm"">Universiti Sains Malaysia (USM)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">63.7</div></div>",249,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=248</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.7</div></div>",165,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=161</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">80</div></div>",131,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=131</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.9</div></div>",316,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=314</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",239,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-alberta"">University of Alberta</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">64.9</div></div>",228,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=228</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.9</div></div>",205,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=195</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.9</div></div>",196,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=195</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.8</div></div>",318,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=317</span></div></div></div>",Switzerland,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",240,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-bern"">University of Bern</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">67.9</div></div>",167,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">167</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">58.4</div></div>",334,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=330</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.6</div></div>",304,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=302</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.3</div></div>",194,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=193</span></div></div></div>",New Zealand,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",241,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Oceania,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-canterbury"">University of Canterbury</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">66.4</div></div>",195,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=194</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">58.4</div></div>",335,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=330</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",321,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=318</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">56.8</div></div>",264,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=263</span></div></div></div>",South Africa,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",242,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Africa,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/uct-graduate-school-business"">UCT Graduate School of Business</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">62.7</div></div>",269,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=267</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.2</div></div>",322,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=313</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.3</div></div>",405,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">405</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">62.7</div></div>",174,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">174</span></div></div></div>",Czech Republic,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",243,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-economics-prague"">University of Economics, Prague</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56.9</div></div>",350,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=349</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69.9</div></div>",107,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=105</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83</div></div>",69,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=68</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.7</div></div>",291,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=289</span></div></div></div>",Belgium,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",244,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ghent-university"">Ghent University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">50</div></div>",446,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">446</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.3</div></div>",88,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=81</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">80.6</div></div>",119,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=118</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57</div></div>",259,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=259</span></div></div></div>",Sweden,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",245,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-gothenburg"">University of Gothenburg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">61.2</div></div>",293,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=289</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">60</div></div>",309,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=294</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.4</div></div>",253,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=249</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.1</div></div>",225,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=224</span></div></div></div>",Finland,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",246,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-helsinki"">University of Helsinki</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">60.4</div></div>",308,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">308</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">62.9</div></div>",242,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=232</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.3</div></div>",231,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=229</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">60.1</div></div>",214,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=213</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",247,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-illinois-chicago-uic"">University of Illinois at Chicago (UIC)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">63.1</div></div>",258,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=257</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.3</div></div>",133,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=126</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.5</div></div>",81,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=80</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">48.5</div></div>",403,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=400</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",248,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-ottawa"">University of Ottawa</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">64.9</div></div>",229,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=228</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.7</div></div>",168,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=161</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.2</div></div>",233,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=232</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.2</div></div>",252,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=251</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",249,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-reading"">University of Reading</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">60.5</div></div>",306,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=304</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.6</div></div>",229,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=219</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.8</div></div>",170,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=168</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.9</div></div>",245,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=243</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",250,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-surrey"">University of Surrey</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">60.5</div></div>",307,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=304</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.9</div></div>",206,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=195</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.6</div></div>",79,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=75</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.4</div></div>",294,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">294</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",251,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/vanderbilt-university"">Vanderbilt University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">63.2</div></div>",256,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">256</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.6</div></div>",231,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=219</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.8</div></div>",266,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=262</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">58.8</div></div>",233,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=230</span></div></div></div>",Lithuania,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",252,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">201-250</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/vilnius-gediminas-technical-university"">Vilnius Gediminas Technical University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">60.7</div></div>",302,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">302</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.3</div></div>",145,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=145</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.5</div></div>",100,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=100</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">48.5</div></div>",400,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=400</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",253,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/american-university"">American University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">65.4</div></div>",211,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=211</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.6</div></div>",219,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=219</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.8</div></div>",219,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=219</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">49.9</div></div>",375,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=375</span></div></div></div>",Greece,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",254,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/aristotle-university-thessaloniki"">Aristotle University of Thessaloniki</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">62.2</div></div>",272,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=272</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.8</div></div>",377,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=377</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">70.1</div></div>",358,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">358</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.9</div></div>",243,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=243</span></div></div></div>",New Zealand,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",255,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Oceania,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/auckland-university-technology-aut"">Auckland University of Technology (AUT)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">68.5</div></div>",155,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=155</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.6</div></div>",337,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=337</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67</div></div>",393,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=393</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.1</div></div>",254,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=254</span></div></div></div>",Turkey,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",256,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/bogazici-universitesi"">Bogaziçi Üniversitesi</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">54.3</div></div>",398,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=398</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">62.9</div></div>",232,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=232</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.1</div></div>",213,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=213</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.7</div></div>",319,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=319</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",257,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/brunel-university-london"">Brunel University London</a></div></div>"
