Metric,Value,Year,Institution,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Research quality (%),6.5,2018,Nottingham Trent University,6.5,80.0,4.0,10004797,Nottingham Trent University,
Research quality (%),31.8,2018,University of Leicester,31.8,37.0,8.0,10007796,University of Leicester,
Research quality (%),3.4,2018,University for the Creative Arts,3.4,112.0,2.0,10006427,University for the Creative Arts,
Research quality (%),2.4,2018,Arts University Bournemouth,2.4,118.0,1.0,10000385,The Arts University College at Bournemouth,
Research quality (%),27.9,2018,SOAS University of London,27.9,46.0,7.0,10007780,School of Oriental and African Studies,
Research quality (%),28.1,2018,Aberystwyth University,28.1,45.0,7.0,10007856,Prifysgol Aberystwyth,
Research quality (%),22.1,2018,Keele University,22.1,53.0,6.0,10007767,University of Keele,
Research quality (%),30.5,2018,University of Stirling,30.5,42.0,7.0,10007804,University of Stirling,
Research quality (%),25.8,2018,Aston University,25.8,48.0,7.0,10007759,Aston University,
Research quality (%),37.9,2018,"Queen Mary, University of London",37.9,19.0,9.0,10007775,"Queen Mary and Westfield College, University of London",17.0
Research quality (%),3.8,2018,Coventry University,3.8,108.0,2.0,10001726,Coventry University,
Research quality (%),10.3,2018,University of Lincoln,10.3,58.0,6.0,10007151,University of Lincoln,
Research quality (%),1.6,2018,University of West London,1.6,122.0,1.0,10006566,The University of West London,
Research quality (%),16.5,2018,Staffordshire University,16.5,55.0,6.0,10006299,Staffordshire University,
Research quality (%),35.2,2018,University of Kent,35.2,33.0,8.0,10007150,University of Kent,
Research quality (%),4.9,2018,Edge Hill University,4.9,93.0,3.0,10007823,Edge Hill University,
Research quality (%),8.6,2018,University of Portsmouth,8.6,70.0,5.0,10007155,University of Portsmouth,
Research quality (%),,2018,Leeds Arts University,,,,10003854,Leeds College of Art,
Research quality (%),31.8,2018,Ulster University,31.8,37.0,8.0,10007807,University of Ulster,
Research quality (%),8.8,2018,University of the West of England,8.8,69.0,5.0,10007164,"University of the West of England, Bristol",
Research quality (%),9.2,2018,Liverpool Hope University,9.2,62.0,6.0,10003956,Liverpool Hope University,
Research quality (%),9.4,2018,University of Huddersfield,9.4,61.0,6.0,10007148,University of Huddersfield,
Research quality (%),7.5,2018,Manchester Metropolitan University,7.5,75.0,5.0,10004180,The Manchester Metropolitan University,
Research quality (%),5.6,2018,Norwich University of the Arts,5.6,86.0,4.0,10004775,Norwich University College of the Arts,
Research quality (%),11.4,2018,Oxford Brookes University,11.4,57.0,6.0,10004930,Oxford Brookes University,
Research quality (%),9.0,2018,Northumbria University,9.0,64.0,5.0,10001282,University of Northumbria at Newcastle,
Research quality (%),5.4,2018,Sheffield Hallam University,5.4,89.0,3.0,10005790,Sheffield Hallam University,
Research quality (%),22.2,2018,"St George's, University of London",22.2,52.0,6.0,10007782,St George's Hospital Medical School,
Research quality (%),33.4,2018,"Goldsmiths, University of London",33.4,36.0,8.0,10002718,Goldsmiths' College,
Research quality (%),24.5,2018,University of Roehampton,24.5,50.0,7.0,10007776,Roehampton University,
Research quality (%),27.2,2018,Bangor University,27.2,47.0,7.0,10007857,Bangor University,
Research quality (%),6.4,2018,University of Chichester,6.4,81.0,4.0,10007137,The University of Chichester,
Research quality (%),4.6,2018,Falmouth University,4.6,95.0,3.0,10008640,University College Falmouth,
Research quality (%),22.6,2018,"City, University of London",22.6,51.0,7.0,10001478,The City University,
Research quality (%),8.9,2018,De Montfort University,8.9,67.0,5.0,10001883,De Montfort University,
Research quality (%),5.6,2018,University of Central Lancashire,5.6,86.0,4.0,10007141,University of Central Lancashire,
Research quality (%),15.9,2018,Plymouth University,15.9,56.0,6.0,10007801,University of Plymouth,
Research quality (%),16.7,2018,University of Hull,16.7,54.0,6.0,10007149,University of Hull,
Research quality (%),8.9,2018,Liverpool John Moores University,8.9,67.0,5.0,10003957,Liverpool John Moores University,
Research quality (%),8.0,2018,"University of the Arts, London",8.0,72.0,5.0,10007162,"University of the Arts, London",
Research quality (%),4.1,2018,University of Chester,4.1,101.0,2.0,10007848,University of Chester,
Research quality (%),4.1,2018,York St John University,4.1,101.0,2.0,10007713,York St John University,
Research quality (%),6.6,2018,"Queen Margaret University, Edinburgh",6.6,79.0,4.0,10005337,"Queen Margaret University, Edinburgh",
Research quality (%),4.0,2018,Robert Gordon University,4.0,104.0,2.0,10005500,The Robert Gordon University,
Research quality (%),4.9,2018,University of Greenwich,4.9,93.0,3.0,10007146,University of Greenwich,
Research quality (%),4.0,2018,"St Mary's University, Twickenham",4.0,104.0,2.0,10007843,"St Mary's University College, Twickenham",
Research quality (%),9.0,2018,London South Bank University,9.0,64.0,5.0,10004078,London South Bank University,
Research quality (%),3.6,2018,Teesside University,3.6,110.0,2.0,10007161,Teesside University,
Research quality (%),5.6,2018,University of Hertfordshire,5.6,86.0,4.0,10007147,University of Hertfordshire,
Research quality (%),0.5,2018,Solent University,0.5,126.0,1.0,10006022,Southampton Solent University,
Research quality (%),1.1,2018,Royal Agricultural University,1.1,125.0,1.0,10005545,Royal Agricultural College,
Research quality (%),2.5,2018,University of Derby,2.5,117.0,1.0,10007851,University of Derby,
Research quality (%),,2018,University of Buckingham,,,,10007787,The University of Buckingham,
Research quality (%),4.3,2018,University of Worcester,4.3,98.0,3.0,10007139,University of Worcester,
Research quality (%),9.0,2018,Bournemouth University,9.0,64.0,5.0,10000824,Bournemouth University,
Research quality (%),3.8,2018,University of Gloucestershire,3.8,108.0,2.0,10007145,University of Gloucestershire,
Research quality (%),4.3,2018,Birmingham City University,4.3,98.0,3.0,10007140,Birmingham City University,
Research quality (%),7.0,2018,Glasgow Caledonian University,7.0,77.0,4.0,10007762,Glasgow Caledonian University,
Research quality (%),5.1,2018,Abertay University,5.1,91.0,3.0,10007849,University of Abertay Dundee,
Research quality (%),5.8,2018,University of Winchester,5.8,83.0,4.0,10003614,University of Winchester,
Research quality (%),25.4,2018,Brunel University London,25.4,49.0,7.0,10000961,Brunel University,
Research quality (%),4.6,2018,Edinburgh Napier University,4.6,95.0,3.0,10007772,Edinburgh Napier University,
Research quality (%),0.0,2018,Plymouth Marjon University,0.0,127.0,1.0,10037449,University of St Mark & St John,
Research quality (%),2.6,2018,University of Wales Trinity St David,2.6,116.0,1.0,10007858,University of Wales: Trinity Saint David,
Research quality (%),2.1,2018,Bishop Grosseteste University,2.1,120.0,1.0,10007811,Bishop Grosseteste University College Lincoln,
Research quality (%),9.2,2018,University of Bradford,9.2,62.0,6.0,10007785,University of Bradford,
Research quality (%),5.1,2018,Kingston University,5.1,91.0,3.0,10003678,Kingston University,
Research quality (%),9.7,2018,Middlesex University,9.7,60.0,6.0,10004351,Middlesex University,
Research quality (%),4.3,2018,University of the West of Scotland,4.3,98.0,3.0,10007800,University of the West of Scotland,
Research quality (%),5.8,2018,University of Sunderland,5.8,83.0,4.0,10007159,University of Sunderland,
Research quality (%),7.9,2018,Bath Spa University,7.9,73.0,5.0,10000571,Bath Spa University,
Research quality (%),8.3,2018,University of Salford,8.3,71.0,5.0,10007156,University of Salford,
Research quality (%),3.9,2018,Cardiff Metropolitan University,3.9,107.0,2.0,10007854,Cardiff Metropolitan University,
Research quality (%),1.5,2018,Bucks New University,1.5,123.0,1.0,10000975,Buckinghamshire New University,
Research quality (%),4.0,2018,University of South Wales,4.0,104.0,2.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Research quality (%),2.8,2018,Newman University,2.8,115.0,1.0,10007832,Newman University College,
Research quality (%),3.2,2018,University of Northampton,3.2,113.0,2.0,10007138,The University of Northampton,
Research quality (%),2.0,2018,Leeds Trinity University,2.0,121.0,1.0,10003863,Leeds Trinity University College,
Research quality (%),4.5,2018,Canterbury Christ Church University,4.5,97.0,3.0,10001143,Canterbury Christ Church University,
Research quality (%),9.8,2018,University of Westminster,9.8,59.0,6.0,10007165,The University of Westminster,
Research quality (%),5.4,2018,Anglia Ruskin University,5.4,89.0,4.0,10000291,Anglia Ruskin University,
Research quality (%),1.2,2018,University of Cumbria,1.2,124.0,1.0,10007842,The University of Cumbria,
Research quality (%),7.9,2018,University of Brighton,7.9,73.0,5.0,10000886,University of Brighton,
Research quality (%),4.1,2018,Leeds Beckett University,4.1,101.0,3.0,10003861,Leeds Metropolitan University,
Research quality (%),5.9,2018,University of Wolverhampton,5.9,82.0,4.0,10007166,University of Wolverhampton,
Research quality (%),2.9,2018,University of Bolton,2.9,114.0,2.0,10006841,The University of Bolton,
Research quality (%),3.5,2018,London Metropolitan University,3.5,111.0,2.0,10004048,London Metropolitan University,
Research quality (%),7.2,2018,University of East London,7.2,76.0,5.0,10007144,University of East London,
Research quality (%),7.0,2018,University of Bedfordshire,7.0,77.0,4.0,10007152,University of Bedfordshire,
Research quality (%),,2018,University of Suffolk,,,,10014001,University Campus Suffolk Ltd,
Research quality (%),2.3,2018,Wrexham Glyndwr University,2.3,119.0,1.0,10007833,Glyndwr University,
Research quality (%),,2018,Ravensbourne University London,,,,10005389,Ravensbourne Limited,
Entry standards (Ucas pts),224,2018,University of Cambridge,224.0,1.0,10.0,10007788,University of Cambridge,1.0
Entry standards (Ucas pts),215,2018,University of Oxford,215.0,2.0,10.0,10007774,University of Oxford,2.0
Entry standards (Ucas pts),208,2018,University of St Andrews,208.0,3.0,10.0,10007803,University of St Andrews,
Entry standards (Ucas pts),206,2018,Imperial College London,206.0,4.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",3.0
Entry standards (Ucas pts),162,2018,Loughborough University,162.0,24.0,9.0,10004113,Loughborough University,
Entry standards (Ucas pts),189,2018,London School of Economics and Political Science,189.0,9.0,10.0,10004063,London School of Economics & Political Science,7.0
Entry standards (Ucas pts),195,2018,Durham University,195.0,7.0,10.0,10007143,University of Durham,5.0
Entry standards (Ucas pts),157,2018,Lancaster University,157.0,32.0,8.0,10007768,University of Lancaster,
Entry standards (Ucas pts),187,2018,University College London,187.0,10.0,10.0,10007784,University College London,8.0
Entry standards (Ucas pts),180,2018,University of Warwick,180.0,13.0,10.0,10007163,University of Warwick,9.0
Entry standards (Ucas pts),182,2018,University of Bath,182.0,12.0,10.0,10007850,University of Bath (The),
Entry standards (Ucas pts),172,2018,University of Exeter,172.0,15.0,9.0,10007792,University of Exeter,11.0
Entry standards (Ucas pts),166,2018,University of Leeds,166.0,20.0,9.0,10007795,University of Leeds,14.0
Entry standards (Ucas pts),165,2018,University of Birmingham,165.0,21.0,9.0,10006840,University of Birmingham,15.0
Entry standards (Ucas pts),177,2018,University of Bristol,177.0,14.0,9.0,10007786,University of Bristol,10.0
Entry standards (Ucas pts),200,2018,University of Glasgow,200.0,5.0,10.0,10007794,University of Glasgow,4.0
Entry standards (Ucas pts),134,2018,Harper Adams University,134.0,58.0,6.0,10040812,Harper Adams University,
Entry standards (Ucas pts),167,2018,University of Manchester,167.0,18.0,9.0,10007798,The University of Manchester,13.0
Entry standards (Ucas pts),140,2018,"Royal Holloway, University of London",140.0,50.0,7.0,10005553,Royal Holloway College and Bedford New College,
Entry standards (Ucas pts),160,2018,University of Southampton,160.0,26.0,9.0,10007158,University of Southampton,17.0
Entry standards (Ucas pts),161,2018,University of Nottingham,161.0,25.0,9.0,10007154,University of Nottingham,16.0
Entry standards (Ucas pts),158,2018,University of York,158.0,29.0,8.0,10007167,University of York,20.0
Entry standards (Ucas pts),147,2018,University of East Anglia,147.0,42.0,7.0,10007789,University of East Anglia,
Entry standards (Ucas pts),172,2018,University of Dundee,172.0,15.0,9.0,10007852,University of Dundee,
Entry standards (Ucas pts),190,2018,University of Edinburgh,190.0,8.0,10.0,10007790,University of Edinburgh,6.0
Entry standards (Ucas pts),157,2018,University of Sheffield,157.0,32.0,8.0,10007157,University of Sheffield,21.0
Entry standards (Ucas pts),184,2018,University of Aberdeen,184.0,11.0,10.0,10007783,University of Aberdeen,
Entry standards (Ucas pts),159,2018,Newcastle University,159.0,27.0,8.0,10007799,University of Newcastle Upon Tyne,18.0
Entry standards (Ucas pts),147,2018,University of Liverpool,147.0,42.0,7.0,10006842,University of Liverpool,23.0
Entry standards (Ucas pts),169,2018,King's College London,169.0,17.0,9.0,10003645,King's College London,12.0
Entry standards (Ucas pts),135,2018,Swansea University,135.0,55.0,6.0,10007855,Swansea University,
Entry standards (Ucas pts),156,2018,University of Surrey,156.0,35.0,8.0,10007160,University of Surrey,
Entry standards (Ucas pts),163,2018,Heriot-Watt University,163.0,22.0,9.0,10007764,Heriot-Watt University,
Entry standards (Ucas pts),159,2018,Cardiff University,159.0,27.0,8.0,10007814,Cardiff University,18.0
Entry standards (Ucas pts),152,2018,"Queen's University, Belfast",152.0,38.0,8.0,10005343,The Queen's University of Belfast,22.0
Entry standards (Ucas pts),200,2018,University of Strathclyde,200.0,5.0,10.0,10007805,University of Strathclyde,
Entry standards (Ucas pts),111,2018,University of Essex,111.0,122.0,1.0,10007791,University of Essex,
Entry standards (Ucas pts),132,2018,University of Reading,132.0,64.0,5.0,10007802,University of Reading,
Entry standards (Ucas pts),148,2018,University of Sussex,148.0,40.0,7.0,10007806,University of Sussex,
Entry standards (Ucas pts),135,2018,Nottingham Trent University,135.0,55.0,6.0,10004797,Nottingham Trent University,
Entry standards (Ucas pts),133,2018,University of Leicester,133.0,60.0,6.0,10007796,University of Leicester,
Entry standards (Ucas pts),143,2018,University for the Creative Arts,143.0,47.0,7.0,10006427,University for the Creative Arts,
Entry standards (Ucas pts),154,2018,Arts University Bournemouth,154.0,37.0,8.0,10000385,The Arts University College at Bournemouth,
Entry standards (Ucas pts),156,2018,SOAS University of London,156.0,35.0,8.0,10007780,School of Oriental and African Studies,
Entry standards (Ucas pts),120,2018,Aberystwyth University,120.0,94.0,3.0,10007856,Prifysgol Aberystwyth,
Entry standards (Ucas pts),127,2018,Keele University,127.0,75.0,5.0,10007767,University of Keele,
Entry standards (Ucas pts),163,2018,University of Stirling,163.0,22.0,9.0,10007804,University of Stirling,
Entry standards (Ucas pts),133,2018,Aston University,133.0,60.0,6.0,10007759,Aston University,
Entry standards (Ucas pts),144,2018,"Queen Mary, University of London",144.0,46.0,7.0,10007775,"Queen Mary and Westfield College, University of London",24.0
Entry standards (Ucas pts),126,2018,Coventry University,126.0,77.0,4.0,10001726,Coventry University,
Entry standards (Ucas pts),128,2018,University of Lincoln,128.0,73.0,5.0,10007151,University of Lincoln,
Entry standards (Ucas pts),124,2018,University of West London,124.0,84.0,4.0,10006566,The University of West London,
Entry standards (Ucas pts),120,2018,Staffordshire University,120.0,94.0,3.0,10006299,Staffordshire University,
Entry standards (Ucas pts),135,2018,University of Kent,135.0,55.0,6.0,10007150,University of Kent,
Entry standards (Ucas pts),134,2018,Edge Hill University,134.0,58.0,6.0,10007823,Edge Hill University,
Entry standards (Ucas pts),115,2018,University of Portsmouth,115.0,109.0,2.0,10007155,University of Portsmouth,
Entry standards (Ucas pts),158,2018,Leeds Arts University,158.0,29.0,8.0,10003854,Leeds College of Art,
Entry standards (Ucas pts),128,2018,Ulster University,128.0,73.0,5.0,10007807,University of Ulster,
Entry standards (Ucas pts),126,2018,University of the West of England,126.0,77.0,4.0,10007164,"University of the West of England, Bristol",
Entry standards (Ucas pts),117,2018,Liverpool Hope University,117.0,104.0,2.0,10003956,Liverpool Hope University,
Entry standards (Ucas pts),131,2018,University of Huddersfield,131.0,67.0,5.0,10007148,University of Huddersfield,
Entry standards (Ucas pts),133,2018,Manchester Metropolitan University,133.0,60.0,6.0,10004180,The Manchester Metropolitan University,
Entry standards (Ucas pts),137,2018,Norwich University of the Arts,137.0,52.0,6.0,10004775,Norwich University College of the Arts,
Entry standards (Ucas pts),131,2018,Oxford Brookes University,131.0,67.0,5.0,10004930,Oxford Brookes University,
Entry standards (Ucas pts),145,2018,Northumbria University,145.0,44.0,7.0,10001282,University of Northumbria at Newcastle,
Entry standards (Ucas pts),119,2018,Sheffield Hallam University,119.0,98.0,3.0,10005790,Sheffield Hallam University,
Entry standards (Ucas pts),158,2018,"St George's, University of London",158.0,29.0,8.0,10007782,St George's Hospital Medical School,
Entry standards (Ucas pts),131,2018,"Goldsmiths, University of London",131.0,67.0,5.0,10002718,Goldsmiths' College,
Entry standards (Ucas pts),111,2018,University of Roehampton,111.0,122.0,1.0,10007776,Roehampton University,
Entry standards (Ucas pts),131,2018,Bangor University,131.0,67.0,5.0,10007857,Bangor University,
Entry standards (Ucas pts),123,2018,University of Chichester,123.0,86.0,4.0,10007137,The University of Chichester,
Entry standards (Ucas pts),131,2018,Falmouth University,131.0,67.0,5.0,10008640,University College Falmouth,
Entry standards (Ucas pts),145,2018,"City, University of London",145.0,44.0,7.0,10001478,The City University,
Entry standards (Ucas pts),111,2018,De Montfort University,111.0,122.0,1.0,10001883,De Montfort University,
Entry standards (Ucas pts),133,2018,University of Central Lancashire,133.0,60.0,6.0,10007141,University of Central Lancashire,
Entry standards (Ucas pts),132,2018,Plymouth University,132.0,64.0,6.0,10007801,University of Plymouth,
Entry standards (Ucas pts),126,2018,University of Hull,126.0,77.0,5.0,10007149,University of Hull,
Entry standards (Ucas pts),142,2018,Liverpool John Moores University,142.0,48.0,7.0,10003957,Liverpool John Moores University,
Entry standards (Ucas pts),137,2018,"University of the Arts, London",137.0,52.0,6.0,10007162,"University of the Arts, London",
Entry standards (Ucas pts),114,2018,University of Chester,114.0,112.0,2.0,10007848,University of Chester,
Entry standards (Ucas pts),114,2018,York St John University,114.0,112.0,2.0,10007713,York St John University,
Entry standards (Ucas pts),151,2018,"Queen Margaret University, Edinburgh",151.0,39.0,8.0,10005337,"Queen Margaret University, Edinburgh",
Entry standards (Ucas pts),157,2018,Robert Gordon University,157.0,32.0,8.0,10005500,The Robert Gordon University,
Entry standards (Ucas pts),137,2018,University of Greenwich,137.0,52.0,7.0,10007146,University of Greenwich,
Entry standards (Ucas pts),119,2018,"St Mary's University, Twickenham",119.0,98.0,3.0,10007843,"St Mary's University College, Twickenham",
Entry standards (Ucas pts),114,2018,London South Bank University,114.0,112.0,2.0,10004078,London South Bank University,
Entry standards (Ucas pts),120,2018,Teesside University,120.0,94.0,3.0,10007161,Teesside University,
Entry standards (Ucas pts),115,2018,University of Hertfordshire,115.0,109.0,2.0,10007147,University of Hertfordshire,
Entry standards (Ucas pts),118,2018,Solent University,118.0,100.0,3.0,10006022,Southampton Solent University,
Entry standards (Ucas pts),118,2018,Royal Agricultural University,118.0,100.0,3.0,10005545,Royal Agricultural College,
Entry standards (Ucas pts),123,2018,University of Derby,123.0,86.0,4.0,10007851,University of Derby,
Entry standards (Ucas pts),121,2018,University of Buckingham,121.0,93.0,3.0,10007787,The University of Buckingham,
Entry standards (Ucas pts),120,2018,University of Worcester,120.0,94.0,3.0,10007139,University of Worcester,
Entry standards (Ucas pts),122,2018,Bournemouth University,122.0,92.0,3.0,10000824,Bournemouth University,
Entry standards (Ucas pts),123,2018,University of Gloucestershire,123.0,86.0,4.0,10007145,University of Gloucestershire,
Entry standards (Ucas pts),123,2018,Birmingham City University,123.0,86.0,4.0,10007140,Birmingham City University,
Entry standards (Ucas pts),167,2018,Glasgow Caledonian University,167.0,18.0,9.0,10007762,Glasgow Caledonian University,
Entry standards (Ucas pts),142,2018,Abertay University,142.0,48.0,7.0,10007849,University of Abertay Dundee,
Entry standards (Ucas pts),113,2018,University of Winchester,113.0,115.0,1.0,10003614,University of Winchester,
Entry standards (Ucas pts),125,2018,Brunel University London,125.0,81.0,4.0,10000961,Brunel University,
Entry standards (Ucas pts),148,2018,Edinburgh Napier University,148.0,40.0,7.0,10007772,Edinburgh Napier University,
Entry standards (Ucas pts),125,2018,Plymouth Marjon University,125.0,81.0,4.0,10037449,University of St Mark & St John,
Entry standards (Ucas pts),109,2018,University of Wales Trinity St David,109.0,127.0,1.0,10007858,University of Wales: Trinity Saint David,
Entry standards (Ucas pts),112,2018,Bishop Grosseteste University,112.0,119.0,1.0,10007811,Bishop Grosseteste University College Lincoln,
Entry standards (Ucas pts),132,2018,University of Bradford,132.0,64.0,6.0,10007785,University of Bradford,
Entry standards (Ucas pts),124,2018,Kingston University,124.0,84.0,4.0,10003678,Kingston University,
Entry standards (Ucas pts),123,2018,Middlesex University,123.0,86.0,4.0,10004351,Middlesex University,
Entry standards (Ucas pts),139,2018,University of the West of Scotland,139.0,51.0,7.0,10007800,University of the West of Scotland,
Entry standards (Ucas pts),115,2018,University of Sunderland,115.0,109.0,2.0,10007159,University of Sunderland,
Entry standards (Ucas pts),118,2018,Bath Spa University,118.0,100.0,3.0,10000571,Bath Spa University,
Entry standards (Ucas pts),130,2018,University of Salford,130.0,72.0,5.0,10007156,University of Salford,
Entry standards (Ucas pts),123,2018,Cardiff Metropolitan University,123.0,86.0,4.0,10007854,Cardiff Metropolitan University,
Entry standards (Ucas pts),117,2018,Bucks New University,117.0,104.0,2.0,10000975,Buckinghamshire New University,
Entry standards (Ucas pts),125,2018,University of South Wales,125.0,81.0,4.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Entry standards (Ucas pts),118,2018,Newman University,118.0,100.0,3.0,10007832,Newman University College,
Entry standards (Ucas pts),105,2018,University of Northampton,105.0,129.0,1.0,10007138,The University of Northampton,
Entry standards (Ucas pts),109,2018,Leeds Trinity University,109.0,127.0,1.0,10003863,Leeds Trinity University College,
Entry standards (Ucas pts),110,2018,Canterbury Christ Church University,110.0,126.0,1.0,10001143,Canterbury Christ Church University,
Entry standards (Ucas pts),127,2018,University of Westminster,127.0,75.0,5.0,10007165,The University of Westminster,
Entry standards (Ucas pts),113,2018,Anglia Ruskin University,113.0,115.0,2.0,10000291,Anglia Ruskin University,
Entry standards (Ucas pts),126,2018,University of Cumbria,126.0,77.0,5.0,10007842,The University of Cumbria,
Entry standards (Ucas pts),117,2018,University of Brighton,117.0,104.0,2.0,10000886,University of Brighton,
Entry standards (Ucas pts),112,2018,Leeds Beckett University,112.0,119.0,1.0,10003861,Leeds Metropolitan University,
Entry standards (Ucas pts),112,2018,University of Wolverhampton,112.0,119.0,1.0,10007166,University of Wolverhampton,
Entry standards (Ucas pts),116,2018,University of Bolton,116.0,108.0,2.0,10006841,The University of Bolton,
Entry standards (Ucas pts),101,2018,London Metropolitan University,101.0,130.0,1.0,10004048,London Metropolitan University,
Entry standards (Ucas pts),111,2018,University of East London,111.0,122.0,1.0,10007144,University of East London,
Entry standards (Ucas pts),101,2018,University of Bedfordshire,101.0,130.0,1.0,10007152,University of Bedfordshire,
Entry standards (Ucas pts),117,2018,University of Suffolk,117.0,104.0,3.0,10014001,University Campus Suffolk Ltd,
Entry standards (Ucas pts),113,2018,Wrexham Glyndwr University,113.0,115.0,2.0,10007833,Glyndwr University,
Entry standards (Ucas pts),113,2018,Ravensbourne University London,113.0,115.0,2.0,10005389,Ravensbourne Limited,
Graduate prospects (%),86.8,2018,University of Cambridge,86.8,7.0,10.0,10007788,University of Cambridge,2.0
Graduate prospects (%),83.5,2018,University of Oxford,83.5,23.0,9.0,10007774,University of Oxford,14.0
Graduate prospects (%),79.6,2018,University of St Andrews,79.6,49.0,7.0,10007803,University of St Andrews,
Graduate prospects (%),90.4,2018,Imperial College London,90.4,2.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",1.0
Graduate prospects (%),86.9,2018,Loughborough University,86.9,6.0,10.0,10004113,Loughborough University,
Graduate prospects (%),86.2,2018,London School of Economics and Political Science,86.2,8.0,10.0,10004063,London School of Economics & Political Science,3.0
Graduate prospects (%),84.9,2018,Durham University,84.9,17.0,9.0,10007143,University of Durham,10.0
Graduate prospects (%),89.1,2018,Lancaster University,89.1,3.0,10.0,10007768,University of Lancaster,
Graduate prospects (%),83.8,2018,University College London,83.8,20.0,9.0,10007784,University College London,13.0
Graduate prospects (%),83.2,2018,University of Warwick,83.2,24.0,9.0,10007163,University of Warwick,15.0
Graduate prospects (%),87.5,2018,University of Bath,87.5,5.0,10.0,10007850,University of Bath (The),
Graduate prospects (%),85.5,2018,University of Exeter,85.5,13.0,10.0,10007792,University of Exeter,7.0
Graduate prospects (%),81.2,2018,University of Leeds,81.2,36.0,8.0,10007795,University of Leeds,20.0
Graduate prospects (%),85.8,2018,University of Birmingham,85.8,10.0,10.0,10006840,University of Birmingham,5.0
Graduate prospects (%),80.6,2018,University of Bristol,80.6,44.0,7.0,10007786,University of Bristol,22.0
Graduate prospects (%),85.3,2018,University of Glasgow,85.3,16.0,9.0,10007794,University of Glasgow,9.0
Graduate prospects (%),72.9,2018,Harper Adams University,72.9,85.0,4.0,10040812,Harper Adams University,
Graduate prospects (%),80.7,2018,University of Manchester,80.7,42.0,7.0,10007798,The University of Manchester,21.0
Graduate prospects (%),73.5,2018,"Royal Holloway, University of London",73.5,81.0,4.0,10005553,Royal Holloway College and Bedford New College,
Graduate prospects (%),82.1,2018,University of Southampton,82.1,27.0,8.0,10007158,University of Southampton,17.0
Graduate prospects (%),86.0,2018,University of Nottingham,86.0,9.0,10.0,10007154,University of Nottingham,4.0
Graduate prospects (%),82.0,2018,University of York,82.0,29.0,8.0,10007167,University of York,18.0
Graduate prospects (%),77.1,2018,University of East Anglia,77.1,60.0,6.0,10007789,University of East Anglia,
Graduate prospects (%),81.7,2018,University of Dundee,81.7,30.0,8.0,10007852,University of Dundee,
Graduate prospects (%),77.5,2018,University of Edinburgh,77.5,57.0,6.0,10007790,University of Edinburgh,24.0
Graduate prospects (%),84.4,2018,University of Sheffield,84.4,19.0,9.0,10007157,University of Sheffield,12.0
Graduate prospects (%),80.9,2018,University of Aberdeen,80.9,39.0,7.0,10007783,University of Aberdeen,
Graduate prospects (%),85.8,2018,Newcastle University,85.8,10.0,10.0,10007799,University of Newcastle Upon Tyne,5.0
Graduate prospects (%),85.4,2018,University of Liverpool,85.4,14.0,9.0,10006842,University of Liverpool,8.0
Graduate prospects (%),84.5,2018,King's College London,84.5,18.0,9.0,10003645,King's College London,11.0
Graduate prospects (%),85.6,2018,Swansea University,85.6,12.0,10.0,10007855,Swansea University,
Graduate prospects (%),81.0,2018,University of Surrey,81.0,38.0,8.0,10007160,University of Surrey,
Graduate prospects (%),79.3,2018,Heriot-Watt University,79.3,51.0,7.0,10007764,Heriot-Watt University,
Graduate prospects (%),81.7,2018,Cardiff University,81.7,30.0,8.0,10007814,Cardiff University,19.0
Graduate prospects (%),82.4,2018,"Queen's University, Belfast",82.4,26.0,9.0,10005343,The Queen's University of Belfast,16.0
Graduate prospects (%),79.6,2018,University of Strathclyde,79.6,49.0,7.0,10007805,University of Strathclyde,
Graduate prospects (%),74.3,2018,University of Essex,74.3,72.0,5.0,10007791,University of Essex,
Graduate prospects (%),76.0,2018,University of Reading,76.0,66.0,5.0,10007802,University of Reading,
Graduate prospects (%),80.4,2018,University of Sussex,80.4,47.0,7.0,10007806,University of Sussex,
Graduate prospects (%),81.7,2018,Nottingham Trent University,81.7,30.0,8.0,10004797,Nottingham Trent University,
Graduate prospects (%),75.4,2018,University of Leicester,75.4,68.0,5.0,10007796,University of Leicester,
Graduate prospects (%),72.7,2018,University for the Creative Arts,72.7,89.0,4.0,10006427,University for the Creative Arts,
Graduate prospects (%),80.5,2018,Arts University Bournemouth,80.5,46.0,7.0,10000385,The Arts University College at Bournemouth,
Graduate prospects (%),70.9,2018,SOAS University of London,70.9,94.0,3.0,10007780,School of Oriental and African Studies,
Graduate prospects (%),78.2,2018,Aberystwyth University,78.2,56.0,6.0,10007856,Prifysgol Aberystwyth,
Graduate prospects (%),82.1,2018,Keele University,82.1,27.0,8.0,10007767,University of Keele,
Graduate prospects (%),78.7,2018,University of Stirling,78.7,53.0,6.0,10007804,University of Stirling,
Graduate prospects (%),79.1,2018,Aston University,79.1,52.0,7.0,10007759,Aston University,
Graduate prospects (%),78.7,2018,"Queen Mary, University of London",78.7,53.0,6.0,10007775,"Queen Mary and Westfield College, University of London",23.0
