aliases,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
University of Hong Kong HKU Hong Kong University,Hong Kong,11,University of Hong Kong,498,39,390,master_account,65.9,216,53.7,109,98.1,2,72.7,390,80.4,25,68.1,37,51 : 49,"20,095",39%,17.8,"Medicine & Dentistry,Other Health",/world-university-rankings/university-hong-kong
Emory University,United States,0,Emory University,539,40,400,private,95.3,26,43.8,209,44.3,291,72.2,400,62.6,57,62.1,43,57 : 43,"12,649",19%,4.4,"Other Health,Medicine & Dentistry",/world-university-rankings/emory-university
Monash University,Australia,11,Monash University,581,41,410,master_account,80.0,115,91.8,22,72.5,100,72.1,410,72.5,40,59.8,50,57 : 43,"44,217",25%,34.5,"Medicine & Dentistry,Other Health",/world-university-rankings/monash-university
Erasmus University Rotterdam,Netherlands,6,Erasmus University Rotterdam,621,42,420,master_account,90.3,46,56.6,96,58.9,177,71.9,420,72.9,38,52.1,64,49 : 51,"21,854",19%,20.6,Medicine & Dentistry,/world-university-rankings/erasmus-university-rotterdam
University of Queensland UQ UOQ,Australia,11,University of Queensland,538,43,430,master_account,82.0,99,66.9,60,84.4,42,69.2,430,64.5,52,53.8,57,55 : 45,"38,892",25%,35.4,"Medicine & Dentistry,Other Health",/world-university-rankings/university-queensland
Vanderbilt University,United States,0,Vanderbilt University,534,44,440,private,95.9,20,51.4,123,24.6,470,68.8,440,55.6,64,60.8,48,52 : 48,"12,161",9%,3.1,"Other Health,Medicine & Dentistry",/world-university-rankings/vanderbilt-university
Case Western Reserve University,United States,0,Case Western Reserve University,557,45,450,private,80.9,109,39.1,332,32.8,402,68.6,450,70.0,47,63.6,42,48 : 52,"9,622",18%,6.6,"Medicine & Dentistry,Other Health",/world-university-rankings/case-western-reserve-university
University of Manchester,United Kingdom,0,University of Manchester,512,46,460,master_account,84.0,91,53.5,111,72.4,101,67.8,460,64.4,53,50.4,68,52 : 48,"34,015",36%,14.4,"Other Health,Medicine & Dentistry",/world-university-rankings/university-manchester
University of Glasgow,United Kingdom,1,University of Glasgow,566,47,470,master_account,95.8,22,50.8,130,83.6,47,67.5,470,51.3,74,44.8,84,57 : 43,"22,856",32%,15.3,"Medicine & Dentistry,Other Health",/world-university-rankings/university-glasgow
University of Minnesota,United States,0,University of Minnesota,506,48,480,public,76.7,149,100.0,2,28.8,439,67.4,480,69.8,48,60.8,47,52 : 48,"46,625",13%,17.5,"Medicine & Dentistry,Other Health",/world-university-rankings/university-minnesota
Uppsala University,Sweden,0,Uppsala University,551,49,490,master_account,84.4,90,44.8,194,65.2,144,67.0,490,67.1,50,47.2,80,57 : 43,"25,275",12%,16.6,"Other Health,Medicine & Dentistry",/world-university-rankings/uppsala-university
University of Southern California,United States,0,University of Southern California,519,50,500,private,83.6,93,46.3,174,54.0,212,66.6,500,62.0,59,54.5,55,52 : 48,"38,466",23%,13.6,"Medicine & Dentistry,Other Health",/world-university-rankings/university-southern-california
University of Montreal,Canada,11,University of Montreal,569,51,510,master_account,78.3,138,86.9,30,75.1,81,66.3,510,59.3,61,53.8,56,58 : 42,"37,651",24%,20.2,"Medicine & Dentistry,Other Health",/world-university-rankings/university-montreal
Seoul National University,South Korea,0,Seoul National University,588,=52,520,master_account,51.2,297,92.4,19,21.7,502,66.0,520,85.0,21,75.3,27,,"26,777",11%,13.1,"Other Health,Medicine & Dentistry",/world-university-rankings/seoul-national-university
Utrecht University utrecht  utrecht university,Netherlands,0,Utrecht University,532,=52,530,master_account,79.1,128,74.8,41,56.1,193,66.0,530,67.9,49,49.3,73,59 : 41,"31,142",7%,15.6,"Medicine & Dentistry,Other Health",/world-university-rankings/utrecht-university
Leiden University,Netherlands,6,Leiden University,543,54,540,master_account,79.3,123,62.3,75,61.0,164,65.9,540,64.1,54,52.2,62,59 : 41,"23,597",11%,17.8,"Other Health,Medicine & Dentistry",/world-university-rankings/leiden-university
University of Amsterdam uva,Netherlands,6,University of Amsterdam,556,55,550,master_account,82.2,97,67.2,59,59.0,175,65.7,550,59.9,60,52.1,63,58 : 42,"25,344",10%,14.3,"Other Health,Medicine & Dentistry",/world-university-rankings/university-amsterdam
Technical University of Munich,Germany,0,Technical University of Munich,552,56,560,master_account,79.1,127,100.0,5,60.6,166,65.5,560,58.4,63,53.5,58,33 : 67,"36,929",22%,51.9,"Other Health,Medicine & Dentistry",/world-university-rankings/technical-university-munich
Tufts University,United States,0,Tufts University,542,57,570,private,88.4,60,72.2,49,59.3,174,65.3,570,48.7,83,53.4,59,54 : 46,"10,462",15%,10.1,"Other Health,Medicine & Dentistry",/world-university-rankings/tufts-university
Tsinghua University Qinghua University Tsing hua University Qing hua University,China,6,Tsinghua University,535,58,580,master_account,74.2,167,97.1,13,47.6,263,65.0,580,63.9,55,56.2,52,32 : 68,"41,537",10%,14.1,"Medicine & Dentistry,Other Health",/world-university-rankings/tsinghua-university
University of Liverpool,United Kingdom,0,University of Liverpool,646,=59,590,master_account,92.5,39,39.9,303,76.9,70,64.6,590,43.4,100,49.1,74,53 : 47,"19,085",34%,11.7,"Other Health,Medicine & Dentistry",/world-university-rankings/university-liverpool
Maastricht University,Netherlands,6,Maastricht University,663,=59,600,master_account,76.4,151,75.1,40,78.2,64,64.6,600,51.3,75,58.4,51,58 : 42,"16,030",47%,18.3,"Other Health,Medicine & Dentistry",/world-university-rankings/maastricht-university
University of Cape Town UCT,South Africa,6,University of Cape Town,567,61,610,master_account,94.0,33,98.8,12,75.5,80,64.1,610,44.3,94,39.2,102,53 : 47,"20,061",17%,11.6,"Other Health,Medicine & Dentistry",/world-university-rankings/university-cape-town
University of Copenhagen,Denmark,0,University of Copenhagen,599,62,620,master_account,81.6,102,42.1,247,80.9,52,63.6,620,48.7,82,52.7,60,62 : 38,"29,796",17%,4.2,"Other Health,Medicine & Dentistry",/world-university-rankings/university-copenhagen
Kyoto University,Japan,0,Kyoto University,516,63,630,master_account,50.2,303,68.0,56,23.9,473,63.5,630,78.9,28,75.0,28,,"22,547",7%,5.5,"Other Health,Medicine & Dentistry",/world-university-rankings/kyoto-university
Dartmouth College,United States,0,Dartmouth College,554,64,640,private,91.4,41,43.6,214,37.7,354,61.8,640,46.3,88,47.5,77,47 : 53,"6,109",15%,6.7,"Medicine & Dentistry,Other Health",/world-university-rankings/dartmouth-college
Queen Mary University of London,United Kingdom,0,Queen Mary University of London,131678,65,650,master_account,98.5,7,47.4,162,91.4,19,61.5,650,34.1,142,34.6,129,52 : 48,"14,502",42%,13.2,"Medicine & Dentistry,Other Health",/world-university-rankings/queen-mary-university-london
University of Basel,Switzerland,0,University of Basel,575,=66,660,master_account,87.8,62,95.1,15,91.8,14,61.1,660,39.9,107,36.6,115,54 : 46,"12,560",24%,17.4,"Medicine & Dentistry,Other Health",/world-university-rankings/university-basel
Lund University,Sweden,0,Lund University,544,=66,670,master_account,77.9,140,82.4,34,72.7,98,61.1,670,52.1,71,43.3,87,53 : 47,"28,852",15%,12.0,"Medicine & Dentistry,Other Health",/world-university-rankings/lund-university
University of Zurich,Switzerland,0,University of Zurich,525,=66,680,master_account,74.5,165,45.7,182,86.9,34,61.1,680,48.1,85,51.1,66,57 : 43,"26,042",18%,6.1,"Other Health,Medicine & Dentistry",/world-university-rankings/university-zurich
University of Bristol,United Kingdom,11,University of Bristol,530,69,690,master_account,94.7,30,39.7,310,70.2,115,60.4,690,47.4,86,29.1,181,52 : 48,"18,544",25%,13.6,"Medicine & Dentistry,Other Health",/world-university-rankings/university-bristol
"University of California, Davis",United States,0,"University of California, Davis",503,70,700,public,76.8,148,50.3,134,47.7,260,60.3,700,54.4,65,49.3,72,55 : 45,"36,060",15%,13.7,Other Health,/world-university-rankings/university-california-davis
University of Wisconsin-Madison,United States,0,University of Wisconsin-Madison,491,71,710,public,76.3,154,44.9,191,28.8,440,60.0,710,54.0,66,55.0,54,51 : 49,"40,048",12%,11.0,"Medicine & Dentistry,Other Health",/world-university-rankings/university-wisconsin-madison
Sungkyunkwan University (SKKU),South Korea,6,Sungkyunkwan University (SKKU),805,72,720,master_account,49.5,307,100.0,4,23.4,481,59.9,720,71.7,42,67.5,39,,"24,791",10%,19.1,"Medicine & Dentistry,Other Health",/world-university-rankings/sungkyunkwan-university-skku
University of Alberta,Canada,0,University of Alberta,564,73,730,master_account,72.0,180,58.5,88,74.7,86,59.8,730,52.5,69,47.6,76,55 : 45,"33,159",24%,21.1,"Other Health,Medicine & Dentistry",/world-university-rankings/university-alberta
University of Auckland UOA Auckland University,New Zealand,11,University of Auckland,637,74,740,master_account,81.1,106,76.4,39,92.9,12,59.6,740,41.8,103,39.5,98,54 : 46,"30,287",29%,18.9,"Other Health,Medicine & Dentistry",/world-university-rankings/university-auckland
Peking University,China,0,Peking University,514,75,750,master_account,36.5,397,90.1,25,41.0,316,59.5,750,75.6,32,74.7,29,48 : 52,"42,977",15%,8.8,"Other Health,Medicine & Dentistry",/world-university-rankings/peking-university
University of Tübingen,Germany,0,University of Tübingen,652,76,760,master_account,80.8,112,69.3,53,64.2,150,59.0,760,51.1,76,36.9,112,58 : 42,"28,074",11%,37.3,"Medicine & Dentistry,Other Health",/world-university-rankings/university-tubingen
University of the Witwatersrand Wits,South Africa,11,University of the Witwatersrand,739,77,770,master_account,95.4,25,100.0,6,71.5,108,58.7,770,38.1,118,25.2,231,56 : 44,"24,565",8%,24.5,"Other Health,Medicine & Dentistry",/world-university-rankings/university-witwatersrand
University of Calgary,Canada,0,University of Calgary,693,=78,780,master_account,86.3,74,50.4,132,68.4,126,58.5,780,42.7,101,36.9,111,53 : 47,"28,047",18%,16.0,"Other Health,Medicine & Dentistry",/world-university-rankings/university-calgary
Chinese University of Hong Kong CUHK,Hong Kong,11,Chinese University of Hong Kong,662356,=78,790,master_account,58.3,257,51.0,126,84.2,43,58.5,790,58.6,62,52.4,61,,"18,433",27%,10.5,"Medicine & Dentistry,Other Health",/world-university-rankings/chinese-university-hong-kong
University of Dundee,United Kingdom,6,University of Dundee,640,80,800,master_account,92.5,38,43.0,227,71.7,106,58.3,800,32.7,157,38.1,104,61 : 39,"11,266",24%,14.7,"Other Health,Medicine & Dentistry",/world-university-rankings/university-dundee
UNSW Sydney unsw australia unsw,Australia,6,UNSW Sydney,638,81,810,master_account,77.5,143,61.5,78,86.9,33,58.0,810,51.4,73,31.7,153,46 : 54,"39,121",32%,26.3,"Other Health,Medicine & Dentistry",/world-university-rankings/unsw-sydney
University of Bern,Switzerland,0,University of Bern,576,82,820,master_account,68.2,203,91.8,21,91.7,15,57.7,820,48.9,81,40.5,90,55 : 45,"14,651",14%,23.3,"Other Health,Medicine & Dentistry",/world-university-rankings/university-bern
University of Barcelona,Spain,6,University of Barcelona,667,83,830,master_account,83.5,94,36.0,504,46.4,270,56.9,830,46.8,87,37.8,108,61 : 39,"47,569",10%,12.5,"Medicine & Dentistry,Other Health",/world-university-rankings/university-barcelona
Ohio State University (Main campus)  ,United States,0,Ohio State University (Main campus)  ,521,84,840,public,77.5,144,48.1,154,44.9,286,56.5,840,43.5,99,46.6,82,49 : 51,"52,497",12%,12.8,"Medicine & Dentistry,Other Health",/world-university-rankings/ohio-state-university-main-campus
University of Virginia (Main campus)  ,United States,0,University of Virginia (Main campus)  ,601,85,850,public,84.7,88,41.0,268,60.6,167,56.4,850,31.7,168,45.0,83,53 : 47,"23,797",12%,10.0,"Other Health,Medicine & Dentistry",/world-university-rankings/university-virginia-main-campus
Australian National University anu,Australia,0,Australian National University,502,=86,860,master_account,80.6,113,47.4,160,91.5,18,56.3,860,38.4,114,34.6,128,52 : 48,"15,402",35%,19.9,"Other Health,Medicine & Dentistry",/world-university-rankings/australian-national-university
Autonomous University of Barcelona uab,Spain,6,Autonomous University of Barcelona,666,=86,870,master_account,89.5,52,40.0,298,46.2,271,56.3,870,37.5,121,37.0,110,59 : 41,"31,095",11%,12.4,"Medicine & Dentistry,Other Health",/world-university-rankings/autonomous-university-barcelona
University of Western Australia uwa,Australia,0,University of Western Australia,654,=86,880,master_account,85.7,80,49.9,139,93.3,10,56.3,880,37.9,119,27.7,197,50 : 50,"20,777",27%,23.0,"Medicine & Dentistry,Other Health",/world-university-rankings/university-western-australia
University of Florida,United States,0,University of Florida,590,89,890,public,70.7,189,67.8,57,28.6,441,56.1,890,48.2,84,51.6,65,54 : 46,"44,911",9%,17.0,"Other Health,Medicine & Dentistry",/world-university-rankings/university-florida
University of Helsinki,Finland,11,University of Helsinki,555,=90,900,master_account,78.5,137,38.4,356,53.6,215,55.9,900,51.5,72,33.6,137,65 : 35,"23,369",6%,17.0,"Medicine & Dentistry,Other Health",/world-university-rankings/university-helsinki
University of Miami,United States,0,University of Miami,636,=90,910,private,89.3,56,38.4,358,50.3,237,55.9,910,31.7,167,40.4,92,51 : 49,"16,054",15%,6.0,"Other Health,Medicine & Dentistry",/world-university-rankings/university-miami
University of Groningen,Netherlands,11,University of Groningen,598,92,920,master_account,79.4,122,94.4,17,50.6,234,55.8,920,52.4,70,27.3,201,52 : 48,"25,281",13%,24.4,Medicine & Dentistry,/world-university-rankings/university-groningen
Fudan University,China,0,Fudan University,700,93,930,master_account,43.4,350,64.1,66,35.6,373,55.7,930,70.3,45,61.3,46,50 : 50,"32,449",11%,12.1,"Medicine & Dentistry,Other Health",/world-university-rankings/fudan-university
Aarhus University,Denmark,0,Aarhus University,589,94,940,master_account,73.7,168,74.4,44,69.2,121,55.6,940,49.0,80,33.9,134,55 : 45,"24,633",14%,13.9,"Medicine & Dentistry,Other Health",/world-university-rankings/aarhus-university
University of Oslo,Norway,0,University of Oslo,647,95,950,master_account,78.9,132,44.7,196,72.2,103,55.4,950,39.4,110,37.8,109,54 : 46,"27,215",18%,18.7,"Medicine & Dentistry,Other Health",/world-university-rankings/university-oslo
University of Leicester uk united kingdom leicester,United Kingdom,0,University of Leicester,662,96,960,master_account,95.2,27,40.7,280,78.2,62,54.8,960,25.7,208,27.3,203,53 : 47,"14,179",36%,12.5,"Medicine & Dentistry,Other Health",/world-university-rankings/university-leicester
University of Gothenburg,Sweden,0,University of Gothenburg,676,=97,970,master_account,85.3,82,42.9,228,60.5,168,54.7,970,44.3,95,25.7,218,,"17,761",12%,10.6,"Other Health,Medicine & Dentistry",/world-university-rankings/university-gothenburg
University of Otago,New Zealand,1,University of Otago,682,=97,980,master_account,78.6,135,39.4,322,94.4,8,54.7,980,33.5,150,35.8,121,57 : 43,"18,567",20%,20.2,"Medicine & Dentistry,Other Health",/world-university-rankings/university-otago
Paris-Sud University,France,6,Paris-Sud University,867,=99,990,master_account,93.2,37,36.1,499,60.1,172,54.6,990,27.6,188,32.5,145,55 : 45,"26,642",17%,14.1,"Other Health,Medicine & Dentistry",/world-university-rankings/paris-sud-university
Western University,Canada,11,Western University,690,=99,1000,master_account,71.7,182,88.4,29,56.5,190,54.6,1000,45.3,91,38.6,103,55 : 45,"28,060",16%,21.6,"Medicine & Dentistry,Other Health",/world-university-rankings/western-university
