aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
McGill University,,Canada,0,McGill University,492,28,28,master_account,77.1,101,35.1,222,81.4,54,75.5,28,78.4,27,72.8,26,"Chemical Engineering,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Mathematics & Statistics,Economics & Econometrics,Law,Architecture,Physics & Astronomy,General Engineering,Archaeology,Communication & Media Studies,Agriculture & Forestry,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Education,Medicine & Dentistry,Chemistry,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Biological Sciences,Accounting & Finance,Computer Science,Business & Management,Sociology,Geography,Politics & International Studies (incl Development Studies),Sport Science,Psychology,Other Health,Veterinary Science",/world-university-rankings/mcgill-university
University of Texas at Austin,,United States,0,University of Texas at Austin,493,29,29,public,89.6,53,57.7,93,38.8,252,74.9,29,76.1,30,69.5,30,"Medicine & Dentistry,Accounting & Finance,Business & Management,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Archaeology,Education,Psychology,Mathematics & Statistics,Physics & Astronomy,Law,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemistry,General Engineering,Languages, Literature & Linguistics,Economics & Econometrics,Sport Science,Computer Science,Sociology,Chemical Engineering,Other Health,Architecture,Biological Sciences,Geography",/world-university-rankings/university-texas-austin
The University of Tokyo,,Japan,0,The University of Tokyo,494,30,30,master_account,69.1,134,76.6,52,23.0,360,74.3,30,80.3,22,86.1,13,"Mechanical & Aerospace Engineering,Veterinary Science,Economics & Econometrics,Languages, Literature & Linguistics,Chemistry,Education,Architecture,Geography,Business & Management,Medicine & Dentistry,Art, Performing Arts & Design,Sociology,History, Philosophy & Theology,Civil Engineering,Biological Sciences,Sport Science,Electrical & Electronic Engineering,Physics & Astronomy,Archaeology,Law,Mathematics & Statistics,Psychology,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Communication & Media Studies,Politics & International Studies (incl Development Studies),Accounting & Finance,Agriculture & Forestry,General Engineering",/world-university-rankings/university-tokyo
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,31,31,public,81.5,82,-,393,50.7,195,74.2,31,81.3,21,67.9,33,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Accounting & Finance,Chemistry,Mechanical & Aerospace Engineering,Sociology,Architecture,Art, Performing Arts & Design,Veterinary Science,Agriculture & Forestry,Physics & Astronomy,Geography,Sport Science,Electrical & Electronic Engineering,Economics & Econometrics,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Psychology,Other Health,Communication & Media Studies,Education,History, Philosophy & Theology,Chemical Engineering,Civil Engineering,Archaeology,Mathematics & Statistics,Biological Sciences",/world-university-rankings/university-illinois-urbana-champaign
Karolinska Institute,,Sweden,0,Karolinska Institute,496,32,32,master_account,73.1,117,78.5,49,82.0,50,73.1,32,73.8,36,69.9,29,"Psychology,Biological Sciences,Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Education,Geology, Environmental, Earth & Marine Sciences,Sociology,Business & Management,Mathematics & Statistics,Chemical Engineering",/world-university-rankings/karolinska-institute
"University of California, San Diego",,United States,0,"University of California, San Diego",497,33,33,public,97.8,18,51.8,106,31.5,293,73.0,33,72.0,40,61.4,53,"Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Communication & Media Studies,Architecture,Chemical Engineering,Languages, Literature & Linguistics,Accounting & Finance,General Engineering,Biological Sciences,Art, Performing Arts & Design,Sociology,Psychology,Education,Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Medicine & Dentistry,Chemistry,Mathematics & Statistics,Other Health,History, Philosophy & Theology,Mechanical & Aerospace Engineering",/world-university-rankings/university-california-san-diego
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,34,34,master_account,60.5,173,64.1,73,83.7,43,72.3,34,80.1,23,74.0,25,"Business & Management,Art, Performing Arts & Design,Accounting & Finance,History, Philosophy & Theology,Communication & Media Studies,Computer Science,Education,Politics & International Studies (incl Development Studies),Architecture,Psychology,Chemistry,Geography,General Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Sociology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Civil Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Physics & Astronomy,Law",/world-university-rankings/university-hong-kong
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,35,35,public,99.9,5,85.0,39,52.6,187,72.1,35,65.3,47,55.0,67,"Communication & Media Studies,Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Chemistry,Geography,Languages, Literature & Linguistics,Business & Management,Art, Performing Arts & Design,History, Philosophy & Theology,Electrical & Electronic Engineering,Biological Sciences,Psychology,Economics & Econometrics,Agriculture & Forestry,Chemical Engineering,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Accounting & Finance,Computer Science,Archaeology,Architecture",/world-university-rankings/university-california-santa-barbara
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,36,36,master_account,92.3,41,41.3,159,79.8,60,72.0,36,61.4,52,63.0,46,"Psychology,General Engineering,Education,Physics & Astronomy,Sociology,Agriculture & Forestry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Chemistry,Archaeology,Chemical Engineering,Computer Science,Law,Sport Science,Economics & Econometrics,Architecture,Veterinary Science,History, Philosophy & Theology,Accounting & Finance,Geography,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Biological Sciences,Mechanical & Aerospace Engineering,Other Health,Communication & Media Studies,Business & Management",/world-university-rankings/university-edinburgh
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,37,37,master_account,80.7,86,44.4,134,82.5,47,71.9,37,72.4,38,62.2,49,"Economics & Econometrics,General Engineering,Geography,Mathematics & Statistics,Sport Science,Communication & Media Studies,Agriculture & Forestry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Chemical Engineering,Biological Sciences,Law,Physics & Astronomy,History, Philosophy & Theology,Sociology,Business & Management,Medicine & Dentistry,Accounting & Finance,Other Health,Architecture,Electrical & Electronic Engineering,Psychology,Politics & International Studies (incl Development Studies),Archaeology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Civil Engineering,Chemistry,Education,Computer Science",/world-university-rankings/university-melbourne
Australian National University anu,,Australia,0,Australian National University,502,38,38,master_account,72.6,119,41.7,155,93.8,5,71.2,38,75.1,33,62.8,47,"Mathematics & Statistics,Geography,Accounting & Finance,Law,Economics & Econometrics,Computer Science,Other Health,History, Philosophy & Theology,Sociology,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Archaeology,Art, Performing Arts & Design,Medicine & Dentistry,Biological Sciences,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Chemistry,Psychology",/world-university-rankings/australian-national-university
"University of California, Davis",,United States,0,"University of California, Davis",503,38,38,public,83.4,79,52.5,105,51.4,193,71.2,39,68.7,42,68.0,32,"Archaeology,Psychology,Business & Management,Geography,Veterinary Science,Chemistry,Computer Science,Chemical Engineering,Civil Engineering,Sport Science,Agriculture & Forestry,Other Health,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Communication & Media Studies,General Engineering,Physics & Astronomy,Economics & Econometrics,Medicine & Dentistry,History, Philosophy & Theology,Sociology,Politics & International Studies (incl Development Studies),Biological Sciences,Education,Art, Performing Arts & Design,Mathematics & Statistics,Architecture",/world-university-rankings/university-california-davis
National University of Singapore nus,,Singapore,6,National University of Singapore,504,40,40,master_account,63.4,159,60.7,87,93.0,8,70.9,40,79.0,25,65.7,41,"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Law,History, Philosophy & Theology,Chemistry,Other Health,Sport Science,Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Civil Engineering,Sociology,Architecture,Chemical Engineering,Geography,Art, Performing Arts & Design,Agriculture & Forestry,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Psychology,General Engineering,Physics & Astronomy,Economics & Econometrics",/world-university-rankings/national-university-singapore
Washington University in St Louis,,United States,11,Washington University in St Louis,505,41,41,private,96.1,27,-,400,45.7,225,70.5,41,58.9,59,64.0,44,"Medicine & Dentistry,Computer Science,Law,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics,Communication & Media Studies,Biological Sciences,Sociology,General Engineering,Archaeology,Psychology,Other Health,Education,Physics & Astronomy,Business & Management,Economics & Econometrics,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/washington-university-st-louis
University of Minnesota,,United States,0,University of Minnesota,506,42,42,public,85.4,70,-,397,25.6,339,70.0,42,72.5,37,66.1,38,"Education,Veterinary Science,Psychology,Accounting & Finance,Business & Management,Chemistry,Computer Science,History, Philosophy & Theology,Other Health,Chemical Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,General Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sociology,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Geography,Mechanical & Aerospace Engineering,Communication & Media Studies,Mathematics & Statistics,Art, Performing Arts & Design,Sport Science,Architecture,Biological Sciences,Agriculture & Forestry,Archaeology",/world-university-rankings/university-minnesota
