Academic Reputation,SCORE,SCORE,Employer Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">79.4</div></div>",22,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">22</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">97.9</div></div>",4,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">4</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">83.1</div></div>",11,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">11</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-cambridge"">University of Cambridge</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">93.8</div></div>",4,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">4</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",99,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=93</span></div></div></div>",Finland,"<div class=""td-wrap""><div class=""td-wrap-in"">83</div></div>",12,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">12</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/sibelius-academy-university-arts-helsinki-uniarts-helsinki"">Sibelius Academy, University of the Arts Helsinki (Uniarts Helsinki)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">86.8</div></div>",11,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">11</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65.2</div></div>",69,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">69</span></div></div></div>",Hong Kong SAR,"<div class=""td-wrap""><div class=""td-wrap-in"">82.5</div></div>",13,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">13</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hong-kong-academy-performing-arts"">Hong Kong Academy for Performing Arts</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">92.9</div></div>",6,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">6</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">40.2</div></div>",90,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">90</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in"">82.4</div></div>",14,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">14</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/conservatoire-national-superieur-de-musique-et-de-danse-de-paris-cnsmdp"">Conservatoire national supérieur de musique et de danse de Paris (CNSMDP)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">77.6</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=30</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">97.3</div></div>",6,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">6</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">81.5</div></div>",15,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">15</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-melbourne"">The University of Melbourne</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.8</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=32</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">97.5</div></div>",5,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">5</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">80.9</div></div>",16,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">16</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/monash-university"">Monash University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">87.4</div></div>",10,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">10</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.6</div></div>",82,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">82</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">80.6</div></div>",17,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>17</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/royal-holloway-university-london"">Royal Holloway University of London</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.9</div></div>",24,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">24</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.6</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">80.6</div></div>",18,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>17</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/yale-university"">Yale University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">83.7</div></div>",14,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">14</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.2</div></div>",65,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">65</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">80.4</div></div>",19,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>19</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/royal-conservatoire-scotland-formerly-royal-scottish-academy-music-drama"">Royal Conservatoire of Scotland (Formerly Royal Scottish Academy of Music and Drama)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.1</div></div>",27,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">27</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">89.7</div></div>",19,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">19</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">80.4</div></div>",20,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>19</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/stanford-university"">Stanford University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.2</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.4</div></div>",20,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">20</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">80.2</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-california-berkeley-ucb"">University of California, Berkeley (UCB)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.7</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.7</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">33</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">80.1</div></div>",22,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">22</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/indiana-university-bloomington"">Indiana University Bloomington</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">77.6</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=30</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.1</div></div>",25,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=24</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">79.3</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-california-los-angeles-ucla"">University of California, Los Angeles (UCLA)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">87.5</div></div>",9,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">9</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">40.1</div></div>",91,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">91</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">78</div></div>",24,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">24</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/central-school-speech-drama"">Central School of Speech &amp; Drama</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.1</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">36</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.2</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">32</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">77.3</div></div>",25,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>25</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/columbia-university"">Columbia University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">73.2</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">93.8</div></div>",10,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">10</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">77.3</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>25</span></div></div></div>",Europe,4,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-huddersfield"">University of Huddersfield</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">73.1</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.7</div></div>",16,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">16</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">76.8</div></div>",27,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">27</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-chicago"">University of Chicago</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71</div></div>",58,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=57</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">98.4</div></div>",2,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">2</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">76.5</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>28</span></div></div></div>",Oceania,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-sydney"">The University of Sydney</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.3</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">35</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.4</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">36</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">76.5</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>28</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-rochester"">University of Rochester</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.2</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">47</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.2</div></div>",17,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=17</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">76</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">30</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/massachusetts-institute-technology-mit"">Massachusetts Institute of Technology (MIT)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.6</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.4</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">26</span></div></div></div>",Singapore,"<div class=""td-wrap""><div class=""td-wrap-in"">75.2</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">31</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/national-university-singapore-nus"">National University of Singapore (NUS)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">83</div></div>",16,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=15</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">40.5</div></div>",89,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">89</span></div></div></div>",Austria,"<div class=""td-wrap""><div class=""td-wrap-in"">74.5</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">32</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-mozarteum-salzburg"">University Mozarteum Salzburg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">83</div></div>",15,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=15</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",98,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=93</span></div></div></div>",Norway,"<div class=""td-wrap""><div class=""td-wrap-in"">74.4</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">33</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/norwegian-academy-music"">Norwegian Academy of Music</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">75.4</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=37</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69.9</div></div>",59,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=59</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">34</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/mcgill-university"">McGill University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.1</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">54.8</div></div>",80,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">80</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in"">74.2</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">35</span></div></div></div>",Asia,3,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/central-academy-drama-china"">The Central Academy of Drama, China</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">82.6</div></div>",17,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">17</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",96,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=93</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in"">74.1</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">36</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hochschule-fur-musik-und-theater-hamburg"">Hochschule für Musik und Theater Hamburg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71</div></div>",57,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=57</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.1</div></div>",24,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=24</span></div></div></div>",South Korea,"<div class=""td-wrap""><div class=""td-wrap-in"">74</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">37</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/korea-national-university-arts"">Korea National University of Arts</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.7</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">34</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.6</div></div>",72,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">72</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">73.7</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">38</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/queen-mary-university-london"">Queen Mary University of London</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">69.6</div></div>",67,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">67</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.7</div></div>",22,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">22</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">73.2</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">39</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/kings-college-london"">King&#039;s College London</a></div></div>"
