Academic Reputation,SCORE,SCORE,Citations per Paper,SCORE,SCORE,H-index Citations,SCORE,SCORE,Employer Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">46.2</div></div>",497,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=496</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">80.5</div></div>",353,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=353</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.1</div></div>",477,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=477</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">29.2</div></div>",595,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">595</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",559,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/east-china-university-science-technology"">East China University of Science and Technology</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">42.1</div></div>",551,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">551</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.4</div></div>",585,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=585</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">45.2</div></div>",586,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">586</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.2</div></div>",164,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=164</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",560,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ecole-des-ponts-paristech"">Ecole des Ponts ParisTech</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">43.7</div></div>",536,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=536</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">60</div></div>",580,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=580</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">51.8</div></div>",541,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=541</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61</div></div>",296,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=294</span></div></div></div>",Turkey,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",561,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hacettepe-university"">Hacettepe University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">38.9</div></div>",578,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=578</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74</div></div>",475,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">475</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">54.2</div></div>",522,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=522</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.6</div></div>",392,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">392</span></div></div></div>",Hong Kong SAR,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",562,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hong-kong-baptist-university"">Hong Kong Baptist University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">43.9</div></div>",533,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=533</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.6</div></div>",569,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">569</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">52.3</div></div>",539,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=538</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.8</div></div>",272,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=272</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",563,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/imt-atlantique"">IMT Atlantique</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">53.1</div></div>",369,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=367</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.3</div></div>",545,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">545</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.3</div></div>",528,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=527</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">31.7</div></div>",588,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">588</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",564,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/kanazawa-university"">Kanazawa University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">48.7</div></div>",448,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=448</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.3</div></div>",505,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=505</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.1</div></div>",514,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=514</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">40</div></div>",562,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=562</span></div></div></div>",Saudi Arabia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",565,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/king-saud-university"">King Saud University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">48.1</div></div>",460,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=459</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61</div></div>",579,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">579</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">47.6</div></div>",573,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=573</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55</div></div>",407,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">407</span></div></div></div>",Turkey,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",566,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/koc-university"">Koç University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">49.2</div></div>",437,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=437</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.5</div></div>",563,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">563</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">51.8</div></div>",543,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=541</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">45.5</div></div>",520,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">520</span></div></div></div>",Kazakhstan,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",567,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ln-gumilyov-eurasian-national-university-enu"">L.N. Gumilyov Eurasian National University (ENU)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">47.5</div></div>",476,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=475</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.4</div></div>",303,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=303</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.5</div></div>",391,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=389</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">22.7</div></div>",598,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">598</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",568,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/lanzhou-university"">Lanzhou University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">47.9</div></div>",468,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=466</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.8</div></div>",478,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=477</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.1</div></div>",515,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=514</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">36.3</div></div>",579,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">579</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",569,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/martin-luther-universitat-halle-wittenberg"">Martin-Luther-Universität Halle-Wittenberg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">42.3</div></div>",546,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=546</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.3</div></div>",537,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=536</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">47.6</div></div>",575,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=573</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.4</div></div>",360,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=360</span></div></div></div>",Taiwan,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",570,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/national-chung-hsing-university"">National Chung Hsing University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">48.6</div></div>",451,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=450</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.1</div></div>",596,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">596</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">40.4</div></div>",593,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">593</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",91,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=91</span></div></div></div>",Russia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",571,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/national-research-university-higher-school-economics-hse-university"">National Research University Higher School of Economics (HSE University)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">45.7</div></div>",508,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=507</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.2</div></div>",571,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">571</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">44.6</div></div>",589,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=587</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.2</div></div>",230,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=230</span></div></div></div>",Ireland,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",572,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/national-university-ireland-galway"">National University of Ireland Galway</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">38.3</div></div>",582,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">582</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",493,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=493</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.3</div></div>",530,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=527</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.5</div></div>",358,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=358</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",573,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/osaka-prefecture-university"">Osaka Prefecture University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">42.3</div></div>",547,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=546</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.2</div></div>",403,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=402</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">60.5</div></div>",470,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=467</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">43.7</div></div>",537,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">537</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",574,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/philipps-universitat-marburg"">Philipps-Universität Marburg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">35.2</div></div>",594,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">594</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.5</div></div>",449,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">449</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.2</div></div>",395,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=395</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">44.7</div></div>",530,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=529</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",575,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/sichuan-university"">Sichuan University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">46.1</div></div>",501,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=499</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66</div></div>",558,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=557</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">47</div></div>",579,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=579</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53</div></div>",431,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=431</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",576,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/technische-universitat-hamburg"">Technische Universität Hamburg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">52.7</div></div>",376,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=376</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">46.8</div></div>",600,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">600</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">30.6</div></div>",600,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">600</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74</div></div>",98,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=97</span></div></div></div>",Mexico,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",577,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Latin America,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/tecnologico-de-monterrey"">Tecnológico de Monterrey</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">53.6</div></div>",359,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=358</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.3</div></div>",387,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=382</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">50.8</div></div>",552,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=550</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">21.9</div></div>",599,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">599</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",578,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-texas-m-d-anderson-cancer-center"">The University of Texas M. D. Anderson Cancer Center </a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">48.4</div></div>",455,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=453</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.6</div></div>",583,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=583</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.7</div></div>",595,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=594</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67</div></div>",189,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=186</span></div></div></div>",Mexico,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",579,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-autonoma-metropolitana-uam"">Universidad Autónoma Metropolitana (UAM)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">45.6</div></div>",511,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=509</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.6</div></div>",534,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=534</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.5</div></div>",235,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=233</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">29.3</div></div>",594,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">594</span></div></div></div>",Spain,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",580,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-de-oviedo"">Universidad de Oviedo</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">38</div></div>",584,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=583</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69.4</div></div>",519,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">519</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.4</div></div>",283,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=281</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">45.4</div></div>",522,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=521</span></div></div></div>",Puerto Rico,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",581,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-de-puerto-rico"">Universidad de Puerto Rico</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">45.3</div></div>",515,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=514</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.6</div></div>",584,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=583</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.5</div></div>",496,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=494</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">49.2</div></div>",475,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">475</span></div></div></div>",Mexico,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",582,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-de-san-nicolas-de-hidalgo"">Universidad de San Nicolás de Hidalgo</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">47.6</div></div>",473,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=473</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66</div></div>",559,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=557</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">47.6</div></div>",578,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=573</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">52.7</div></div>",434,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=434</span></div></div></div>",Argentina,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",583,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">551-600</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-nacional-de-cordoba-unc"">Universidad Nacional de Córdoba - UNC</a></div></div>"
